,x,y,z,lat,lon,acc,MagX,MagY,MagZ,accMagnitude,magMagnitude,correctedModeOfTransport
11099,-2.91225049,-1.5054785950000005,6.520590555,50.9516073165,0.7302565655,4.0,29.8869556825,34.9595058725,6.004932892499999,7.298340215587626,46.383794474584654,9
11101,1.6454565975,-1.003063465,-1.33049718,50.844416239,-0.132071057,4.0,-1.9940201,2.3969661175,-2.0789716375,2.341769944948059,3.7474906000117554,7
11103,1.6187276975,0.07339793,-0.398164595,50.931393566,0.052112246,6.0,-12.9991321375,8.97146691,0.59974539,1.6685927182789246,15.805832764465038,7
11106,6.0397078875,1.08351183,0.9485355325,50.836641654,-0.125166725,6.0,-27.33199829,5.7988165525,-8.5324536075,6.209008689677823,29.21416041063393,15
11107,-0.8142904875000001,1.3342631125,5.4459694725,51.148417964,0.87086456,48.0,2.50267576,-1.3082808524999998,-23.13645192,5.665854794010618,23.308161493244835,0
11108,1.331279185,-5.0192878575,0.6504725775,50.839710158,-0.122465725,8.0,-1.2613560525,27.2977870975,-40.2967595125,5.233418523196926,48.68869506076206,1
11109,0.7549695025,1.056589625,9.0765272075,51.082756618,0.756861949,6.0,-29.438052475,-17.4003022825,-28.819900160000003,9.168953415404099,44.720868711101716,0
11110,-1.043607225,2.706622345,-3.79460962,50.82284449,-0.136233779,8.0,18.004655325,-11.9939004925,-0.7880405075000002,4.776398510041017,21.64814703935428,9
11111,-0.7310464675,-0.1705072025,-3.1622383975000004,50.82545555,-0.14586699,6.0,-2.3326025275,0.1890471175,14.9885439725,3.2501158942985366,15.170142510190884,7
11112,1.62092161,-1.719763065,0.45796096,50.934756985,0.051295675,4.0,-11.0287089225,13.30482667,-3.0366284,2.4072183337593844,17.546280097378503,7
11119,-1.42536686,0.134808895,0.94078094,51.004874421,-0.105202006,16.0,-6.795242419999999,-8.63624997,8.4558458375,1.7131587494522114,13.86583794505253,10
11120,1.6567321075,-1.58833978,1.7046798075,50.826344429,-0.119774855,4.0,-7.2897685575,4.3588243975,-10.8756165525,2.858936476882632,13.799243136750974,7
11125,-1.0883025725,3.5035047525,-2.4676012225,50.821589889,-0.150052273,6.0,-8.0118795125,-19.2991415625,4.3796351925,4.4213124559777155,21.350135427945574,15
11126,-2.67451645,1.199278125,0.7578526275,50.81968098,-0.119883725,12.0,56.218828905,-2.713939,-14.237601185,3.0274819351125406,58.05713974911698,9
11127,-1.3590226025,-1.30211812,2.6035212925,51.582938362,-0.225916201,32.0,12.60906588,-15.304302725,-13.7794646025,3.2125966371518038,24.14712962230031,12
11134,5.21091768,5.629665052499999,-2.89371896,50.838756607,-0.155502296,12.0,-6.1902676825,-14.1393685,35.528748300000004,8.198804857449645,38.73671528827076,9
11135,4.952886165,-6.6090614275,-2.22062394,50.828640022,-0.123478173,6.0,-22.859260325,29.5073003725,13.1148220175,8.552306413992536,39.562926009456895,7
11136,-7.306179445000001,-2.9289255825,1.3956183275,50.873338277,0.010900539,8.0,19.930188315,26.6252026,3.5490059350000003,7.994161223444106,33.44711142817978,7
11139,2.978919475,1.141877685,-0.17482663,50.885028393,-0.21308089,4.0,-19.57795702,-6.338111305,-1.4921871375,3.1950602868478697,20.632369675945043,7
11141,-2.11583061,-1.379444995,6.2301794,50.986443844,0.947526686,16.0,12.5778685875,31.09428359,3.1635548800000004,6.722703549958743,33.69073061924502,9
11142,7.669925224999999,-1.052413175,-1.22781342,50.841074836,-0.121522811,6.0,-51.39175369,4.794465092499999,1.7126957175000002,7.838549115897467,51.64332066664161,0
11145,2.296526795,-5.35495947,1.8823156425,50.867647004,-0.097762291,4.0,-10.090818105,31.80302079,-36.62754269,6.123131423013541,49.54627760897019,1
11152,-3.08861569,4.5417120875,-1.0894865525,51.375978553,-0.092983603,24.0,25.4293578575,-22.2629953975,11.19526624,5.599435374601275,35.60375248900581,10
11155,-2.5260721475,-3.4459718125,0.067927035,50.871748462,0.013227488,4.0,11.883440189999998,2.5433019675,4.986420655,4.273216155193145,13.135788008178542,7
11157,3.01259387,3.5659487075,1.080137185,50.946630865,0.005795426,8.0,-26.8859235025,-17.409830575,-0.4801448875000001,4.791493331781045,32.03413214597016,9
11158,0.5979423575,0.66359965,-1.45936162,50.886435923,0.046650368,8.0,7.305889929999999,-9.8726094225,15.0864940225,1.711033575445498,19.453707779480997,8
11159,-0.35009682,2.2832860375,-0.986923995,50.791527192,-0.00234253,4.5,0.8826437249999999,-11.53708708,4.91463056,2.511967731544998,12.57127804871369,0
11164,1.6935362749999998,1.3988427,6.8510900725,51.599301742,-0.188460858,4.0,5.06709089,-2.6356683549999995,-13.691190875,7.194599446500981,14.834785651998908,12
11165,-5.366858939999999,0.5837841275,0.8418691575,51.46971419799186,-0.1584849129369909,24.0,21.0809768225,-1.13015018,0.1442324549999999,5.4637644959980305,21.11174143033235,10
11169,-5.905604155,0.36380963,1.1381143125,51.348532604,-0.09705452,32.0,-8.6141361475,11.2386770025,-0.03885684,6.025265311233302,14.160251134362106,10
11178,0.7212272325,-0.4799868974999999,-1.4406562875,50.834003378,-0.150680642,8.0,-8.98207019,-3.6689993725,5.207369760000001,1.6810849714944713,11.011623000759448,7
11179,3.10820293,-0.3227189649999999,-0.5719046325,50.9288264115,0.0527113345,6.0,-16.39434543,6.0564897075,-2.1933743975,3.1768141105683565,17.6143839206151,7
11181,3.77202646,0.965672205,-0.3469651875,50.801850574,-0.054498826,4.0,-9.428198115,1.3479037849999995,-15.3237536025,3.9091036394276637,18.042316613435165,0
11186,-4.641953645,1.526929105,2.25064345,51.193804705,-0.160825164,8.0,37.9574965975,-94.55540046,-99.4817115725,5.380022497448574,142.4012157303942,10
11188,-0.1723339075,0.7973853725,7.149620435,51.112828198,0.829740218,6.0,-1.2898753275,-9.0495322125,-9.50883698,7.196012421648588,13.189988337287637,9
11192,1.80914769,2.368092645,0.3412436875,50.882340913,0.013598349,6.0,-0.4541453474999998,-20.5267189275,10.3987523125,2.9995541991759422,23.014918804592092,7
11194,-1.2438865775,1.6959042625,3.2268849425000004,51.624179772,-0.18180805,16.0,33.015489535,-30.252000945,-19.7650580975,3.851769920099533,48.94756002100131,12
11196,-1.4686346825,3.9125606825,-2.57112851,50.843260388,-0.134731014,4.0,26.49139977,-6.197931807500001,24.44048401,4.906701615120035,36.572474336684444,9
11197,-1.35400878,-0.2649608875,3.0410583725,50.831363952,-0.139504449,8.0,24.55497938,-26.634201735,-21.99182829,3.339398160323837,42.37886532164053,1
11199,-3.6998604475,2.3723009200000003,-0.0255938775,51.543520972,-0.023292429,16.0,32.4475708525,-13.685183335,-10.7976544575,4.395160296573179,36.833659048812116,10
11201,-2.4318346225,1.74228362,5.39611274,51.52871615,0.00624426,16.0,28.5551694725,-23.08471381,-12.207987235,6.169878811330117,38.69543471293124,12
11202,-1.1005822875,1.5943954825,3.04413326,51.602338696,-0.194897962,24.0,35.785812295,-33.00775698,-18.0628887125,3.6083411189649697,51.926913360066685,12
11203,2.2178510825,1.9196459525,-0.8680437449999999,50.821104812,-0.136753045,6.0,-10.75080748,-17.43548462,-16.451718395,3.058987406043,26.272324289157627,15
11207,1.9833659925,2.6055929100000004,-0.4174281875,50.875696008,0.012277075,48.0,-19.46805623,-2.94015333,-4.778607565,3.3010757889765747,20.26042460657296,7
11211,0.026187335,-1.3405613225,3.21795184,50.843147764,-0.13289787,4.0,-7.636910645,-5.03372355,-10.7126355825,3.486115959123669,14.086210920648039,1
11212,-0.12393659,-2.071510575,-0.3510062949999999,50.827040852,-0.16360095,8.0,14.36311549,-2.107189555,0.1077684575,2.10469041899451,14.517263806937276,15
11215,1.63007272,0.8327665974999999,1.29632134,50.832405538,-0.148970492,8.0,-10.8831377025,-11.10065965,-9.5027068075,2.24300831361351,18.220010087429205,7
11216,-4.821284309999999,0.7236179724999999,1.59720152,51.155427235,-0.160759894,24.0,10.5753027925,-84.47124515249999,-102.807023535,5.130249317866285,133.47850903757075,10
11219,4.840584265,-2.80422915,4.27368108,50.8020822,-0.054611253,4.0,-11.8884536725,23.7903884375,-18.75764754,7.039837151939332,32.54484988389377,1
11225,-2.002805955,-0.3096947799999999,-4.97878766,50.838765338,-0.12940098,8.0,21.69387185,-12.1651592225,25.986875355,5.375450596323157,35.97127834077217,1
11227,4.7266155075,5.6433208475,-3.2309326850000004,50.840983064,-0.157697514,8.0,-1.84926453,-12.0601273975,34.2235563725,8.039085169257067,36.33343175269206,9
11229,5.5876458875,-5.4487482225,-1.3415527525,50.831943984,-0.130151984,4.0,-19.6018839525,21.1368816725,24.271945015,7.9189903108939905,37.684598128887174,7
11230,0.51149729,-0.53521478,-0.8271457325,50.8233788535,-0.1414441384999999,20.0,1.18270739,-2.3755655475,2.8268229700000003,1.1100695479116407,3.8772460000042823,15
11235,0.2626476275,-0.1382784574999999,-1.7311696900000002,50.885944071,0.041589803,8.0,6.6051939325,-6.5061369025,13.8666312,1.7564319524577816,16.680583476510066,8
11236,0.4755764775,2.2844941925,1.396849435,50.788626396,0.00280105,3.0,1.1664636549999998,-22.24774357,-13.11290296,2.7196093553261202,25.850937225820058,7
11239,-2.96857301,2.7614384075,0.4845534525,51.458945416,-0.103032305,12.0,20.3577902275,-12.57372427,-9.661743715,4.08322909502348,25.804795224516386,10
11244,2.5601833425,2.2270868475,0.1107635449999999,50.88412317,0.022872002,16.0,-14.1664166475,-5.896510684999999,-15.4556150625,3.395102816767546,21.77916976950823,7
11247,-4.63477561,3.933268185,0.9513454725,51.515020482,0.006989526,4.849999,26.6551043875,-35.7423880825,-5.95011196,6.152788130451943,44.98240464987499,12
11253,2.4515526075,1.43911632,2.0432849175000003,50.821730901,-0.128960735,8.0,-0.8296067825000003,0.5876260149999998,-16.4265584425,3.5008826349812665,16.45798815201733,15
11254,-1.0187292725,2.6498542250000003,1.8869518125,50.926631002,0.0465290475,12.0,-11.365330165,-1.06848696,-2.9349870725,3.4088302813569005,11.786710451134832,9
11255,0.3679553774999999,4.0939100825,2.3609269125,51.1177222505,-0.1606385185,12.0,-14.5311525825,-8.14695004,-9.7523510425,4.740196916752837,19.30377012881948,0
11256,-4.7563467925,0.8231813175,1.5969264125,51.114360923,-0.160914053,6.0,27.65788687,-89.0003764275,-105.73817413,5.084352098246756,140.9488814382598,10
11257,1.678038315,1.4679492175000002,-1.8869910375,50.837880052,-0.140765577,6.0,22.992097335,-22.435061625,-2.1182649175,2.9208599191628877,32.19403013355695,9
11258,2.472783525,2.3296018025,-0.09231436,50.874573213,0.012668911,16.0,-4.1180184575,-12.719387115,-3.926330115,3.3985621755067075,13.934021414132197,7
11263,-1.6665981975,-1.636877705,-2.069587615,50.845313152,-0.133167404,4.0,17.7308600925,-7.0984194975,-4.34784152,3.1209151012479825,19.58761559928449,1
11271,-1.24584571,3.2359511875,-3.83247259,50.830306544,-0.212367634,3.0,7.8884960625,-5.7528747725,6.2115768125,5.168303181326476,11.571846212844887,9
11273,1.6279544325000002,-0.3994352375,2.2645268475,50.821176983,-0.125078121,16.0,-0.2842117875000001,-0.4978394699999999,-13.5103310975,2.8174218687128425,13.522487450248175,15
11274,-7.302125795,2.0478093875,1.2896443975,50.870454767,0.011664232,8.0,28.6735948425,-17.19298909,-7.185227640000001,7.692707396329373,34.19651168290885,0
11276,2.9722797350000003,-2.210751165,1.1598641175,50.840127886,-0.130609466,12.0,13.93644465,6.9735519775,-51.43544484,3.881642990758499,53.7443941500329,15
11277,-3.564368785,1.18671671,1.5636794974999997,51.575996898,0.089901555,12.0,47.4010406425,-17.5490658,-9.488070205,4.069166371159755,51.428123052077986,12
11279,2.7992742775,-3.238179425,2.9215894575,50.80767204147168,-0.0761005300780779,4.0,-17.3239723875,18.3615129975,-17.077276830000002,5.182415211785101,30.47783723902795,1
11283,-0.7435088825,0.574234045,7.579902970000001,51.107812455,0.813268004,12.0,1.0577543324999998,-6.273885775,-8.07716549,7.637897566176722,10.282076118105566,9
11285,1.5179351524999998,2.514687065,4.846326755,51.608895834,-0.188446532,15.0,15.99070565,-27.127494785,-26.2873988775,5.666979899232248,41.01988518072585,12
11287,-2.297910865,1.500420195,0.535790665,50.820973404,-0.124636805,6.0,58.535285385,-4.581965165,-12.44168547,2.7961986234439835,60.01807708691671,9
11290,0.9017225275,-1.2442419475,-0.650458045,50.883692606,0.0219288655,12.0,2.730035495,0.2780187225,16.640443135,1.6686333356447134,16.865193030119435,7
11291,0.6770371749999999,-4.90367751,0.5100769925,50.861631091,-0.092935109,4.0,16.9955207775,39.8174485125,7.7955718875,4.976405429292274,43.989179051184884,1
11292,-7.524855592500001,2.24043849,-0.241250055,50.853159091,0.571135513,3.0,20.9854030725,-15.8019465425,-10.8409518475,7.855012279079487,28.41856600194904,1
11294,-7.173485805,2.636388805,0.0755084525,50.8547264715,0.5821535265,4.0,15.22208871,-8.577361805,-5.053520385,7.642980181320946,18.188490550636487,1
11295,4.8818995975,-5.824288387499999,-2.4164319775,50.83183938,-0.128282208,4.0,-12.2639206175,26.410849895,9.416265505,7.974611112946046,30.60396701653588,7
11296,2.3131893225,3.34622785,0.7844681225,50.902567693,-0.009496495,4.0,8.682616937499999,9.1956062775,-20.28657648,4.142882559409849,23.90590297338815,9
11297,-0.9613545775,2.391315575,6.679056835,50.97428065,0.922035711,8.0,56.42303828,-17.449222855000002,-12.25319246,7.159077664621191,60.31728900117777,9
11302,-8.43686404,3.2953668700000005,0.6862120575,50.827755173,-0.127793863,6.0,31.9278005675,-9.4579417225,-1.7833257649999998,9.083556826772048,33.34692431826918,7
11305,-1.2706080625,4.2175816875,-2.8969411425,50.826536087,-0.1922513965,4.0,2.315902865,-11.32775318,6.176806084999999,5.272068675798387,13.108559478402206,9
11306,-6.23824577,-2.24141766,0.557378045,50.874334553,0.013048137,16.0,25.038879835,19.22474104,3.2291789625,6.652092430095269,31.732692419939447,0
11307,0.220129195,0.29914763,-1.4459623199999998,50.885935206,0.041940828,8.0,-8.0411848525,1.2384658974999998,-4.5369273925,1.4929009337145405,9.315479685779085,8
11310,-0.9736286275,3.1906719475,2.563765435,50.791469509,-0.002389736,4.0,-21.8594096175,-9.664808615,-13.9563464275,4.207283373692782,27.67710100416266,0
11311,-0.9458879,0.8530163275,7.27805624,51.111349038,0.848474817,12.0,-3.726562395,-5.908951849999999,-8.9232662275,7.388669934903773,11.332592793191179,9
11312,0.994171395,2.0426674975,0.80944474,50.963561199,0.167139952,12.0,4.61855595,9.59026589,-23.9236789925,2.4116525568773017,26.184855841504337,9
11313,-7.62556498,2.825082175,-0.0454436275,50.853011344,0.57033875,4.0,26.4931233625,-15.88644628,-10.819601635,8.132182713330137,32.73115550126612,1
11316,1.105901705,0.860901445,2.8497522450000004,50.833056291,-0.140308188,16.0,4.30160108,4.07955383,19.5864229525,3.1757294810810848,20.463980438261363,9
11319,5.1614254825,-0.18300314,2.4806792725,50.821550759,-0.137966049,6.0,-7.782417609999999,-8.498902765,-16.0227194525,5.729535130676952,19.73638545222718,15
11322,-0.73448902,2.797778565,-3.46429955,50.837356743,-0.166033502,8.0,32.362055275,-14.67436469,18.3163049725,4.5131375329591075,39.9765759979879,9
11325,0.9009178775,2.38504342,2.733411175,50.826910885,-0.135051722,16.0,3.4038293325,-3.9708965475,-2.55999745,3.73786326514217,5.82302846118249,15
11326,-1.86605611,0.5056396925,7.489917675,50.955146663,0.915560325,6.0,62.5337228225,-14.0564208525,-11.6818041675,7.735418778746062,65.14993481064793,9
11327,0.7046677425,0.75944754,4.0577108525,51.0826889,0.757064433,16.0,-16.0030929225,3.78065289,-15.320546785,4.1878794820085705,22.474685162471324,0
11330,4.9658113475,5.345432195,-2.9250165525,50.854391225,-0.1690610615,8.0,-5.0482116825,-13.475284525,35.9569947425,7.8605756483034535,38.72948754028649,9
11332,-3.3160217775,0.056747675,0.94462829,50.832952091,-0.265563361,8.0,46.93257403,0.99044848,-21.828014395,3.4484117117508593,51.769775986585955,9
11333,2.0880763725,3.2440675850000003,0.7688561200000001,50.9043333705,-0.0083368345,5.0,5.1737791125,17.0986203925,-24.6174417425,3.933850170850683,30.416266167581114,9
11336,-0.95495315,-1.0334176025,-0.47116175,50.865114093,-0.173612113,12.0,-23.98546213,7.57636551,24.025644847500004,1.4838735978899391,34.784124514913195,7
11338,2.599211355,4.5119243475,-2.2402615525,50.823791892,-0.145004218,6.0,6.3049771075,-9.6819815425,0.92444486,5.668521218901271,11.590862833050444,15
11339,2.1139044225,0.8322682100000001,-0.5944627425,50.872779383,-0.00239039,4.0,-43.24765088,-50.7333300425,7.6068058625,2.3483288170659327,67.09764212898514,7
11342,-2.1827567125,-1.258665275,6.229287675,50.976778004,0.965707659,6.0,17.62467736,29.5627389725,7.320797115,6.719575141209565,35.187765743213355,9
11344,3.5705284275,0.6797347499999999,4.1474735,50.8119927725,-0.0923125945,3.5,-7.881676525,-0.596315415,-41.84050204,5.514730185162774,42.58055927155193,0
11346,-3.27593281,0.2449723474999999,6.7301362375,50.955690117,0.964285202,4.0,20.951218222500003,24.9121537325,-5.5252110100000005,7.489090799421837,33.01661559432697,9
11351,-2.4164119425,0.555135575,1.3126587,50.835553711,-0.359441585,6.0,48.948661455,-17.049092285,-10.8288879325,2.8054046134511315,52.95193877312986,9
11353,2.3652850675,2.2011333725,0.088664155,50.882268232,0.015515678,8.0,-14.9337973475,-0.77848304,-14.58568213,3.232247346112851,20.88938635425098,7
11356,2.7617947475,3.18829071,1.3851259625,50.9232831225,0.011446289,14.0,-17.1373196575,-1.6673474375,-6.698030565,4.439738934980574,18.475155911936113,9
11358,2.4864310775000003,-3.121031015,0.696810555,50.839729218,-0.122440214,6.0,-7.671557845,7.1152721825,-3.997680915,4.050767711102322,11.200953115623447,7
11361,-2.6701795325,0.843749315,-1.7218644725,51.491584823,-0.147995525,8.0,-13.979931465,-6.269293205,34.414471039999995,3.2873376619998425,37.67092165078198,10
11363,5.1660332725,5.4178590125,-3.2538833375,50.83713953,-0.15323093,6.0,-9.82293178,-12.87586472,40.5330361125,8.16264986545207,43.64865287199026,9
11366,0.3411392175,-0.6990581949999999,-1.2116394,50.823649047,-0.144843858,4.0,9.11086829,-1.2888356025,3.4562080775,1.4398362272652852,9.829262051801006,7
11367,-1.8159539475,0.295536765,2.2397413925,50.834631299,-0.140434944,8.0,-3.54997278,10.3753447825,-6.82494056,2.8985293209117855,12.916264930002946,1
11368,-3.0597689150000003,-0.1621764875,-3.260916565,51.495045822,-0.251089803,6.0,1.8163732,7.0321340875,-0.00443484,4.474602090710359,7.26292923647639,12
11369,0.37852362,-4.4119328675,-1.591594375,50.825175711,-0.136529228,3.0,4.6944879550000005,17.1851694375,-3.738774285,4.705486628687443,18.202931052701416,7
11370,-3.168984885,1.0891821899999998,0.1507916625,50.862996826,-0.085887439,6.0,48.596557970000006,-9.179558495,-2.6981821100000003,3.3543287211976067,49.52948543436951,9
11378,-3.59245136,0.0657516924999999,-2.129034535,50.864281717,-0.174148122,8.0,0.2115627400000002,-12.132044525,14.63572656,4.176459997444622,19.011463780798895,8
11379,2.0647599175,2.30819321,0.09483321,50.882073287,0.01274483,16.0,-3.8646972875,-16.2533061,13.7544353425,3.0983838931487515,21.640017003119944,7
11380,2.4724160625,-2.3801779225,0.7773992049999999,50.933972932,0.051173642,8.0,-20.889131095,15.5716411375,4.075044255,3.518868803010287,26.371154531028534,7
11381,-0.3828431125,1.557331535,6.830165165,50.928878501,0.972014548,8.0,45.726738095,-14.032587345,-11.12433371,7.015910955811342,49.10803279398617,9
11382,-7.389101435,2.80109187,0.3817176275,50.850998306,0.557279998,4.0,28.336364885,18.2297299025,89.54397419499999,7.911424905037232,95.673381574233,1
11388,2.913268665,0.99800215,0.2739064325,50.788801522,0.002130653,6.0,-10.172676715,-9.5300313975,-2.3556554625,3.0916285901835594,14.136971480598138,7
11390,-1.2181089225,1.59635323,0.8402794899999999,50.831516599,-0.235115647,4.0,55.4736971225,-3.639953195,-24.863067392500003,2.176741280749783,60.89952751758138,9
11392,1.67443688,-2.4232818225,1.3535165125,50.820079742,-0.121143537,8.0,-13.9590102525,6.070352947500001,-5.118509185,3.2416108042103415,16.059336487338182,15
11395,1.2085756875,0.8675607000000001,-0.389649725,50.830286777,-0.14726856,7.0,-2.5287155725,-3.732393905,5.0466733525,1.537902359967356,6.76713223127188,7
11396,-2.0913587175,-2.2804997575,-2.973421535,50.815543209,-0.114919039,6.0,20.2876128125,2.0143377875,8.7750000375,4.291351308623259,22.19561704504269,1
11399,-0.2202235,3.9926130075,1.20281934,51.155752601,-0.160888539,4.0,-24.601528897500003,13.34686488,2.9311898325,4.175671369048154,28.141888708003528,10
11402,-4.9086567775,-4.26002307,-2.0844311025,50.874253302,0.013354597,48.0,15.8339935475,24.9680053425,18.186760295,6.825508108360745,34.7113078473452,0
11403,-2.2016885075,-3.31448026,-0.1699277975,50.871243304,0.011878506,3.0,8.838047105000001,-3.1614715,10.5864737475,3.982723582468465,14.148477129430496,7
11405,2.210054605,2.4962777750000003,0.7300359475,50.884577119,0.027400972,24.0,-14.395502362499998,-1.5333237375000002,-15.2376442625,3.413018689032171,21.01826283552528,7
11406,2.8546632175,0.033352185,-0.0119088625,50.9302880835,0.052131642,7.0,-9.5567731625,6.91473654,-0.2809952374999999,2.854882882816346,11.79934121129604,7
11414,7.543450222500001,-5.279075332500001,0.7825784725,50.821202961,-0.136507932,16.0,-39.6946762525,6.2894260075,-6.97122658,9.24038455320804,40.7899767384624,7
11415,-0.1025364925,6.3059255,2.079305315,51.532303627,0.021765505,6.0,3.0724081475000005,-9.9935909025,-7.841786529999999,6.64068676695654,13.069245078941803,12
11416,0.7449505299999999,0.7551332975,-0.374117665,50.791533874,-0.00224989,6.0,-27.9761077025,13.95400876,-12.319607785,1.1247851423296613,33.602822777741,0
11417,-0.0322807625,-0.1687040074999999,-2.535686565,50.884981514,0.027503203,8.0,7.84479741,-6.69606681,17.286043702500002,2.541497480954022,20.12921916053045,8
11421,5.1713138800000005,-6.047760510000001,-1.7478118975,50.831084303,-0.133159664,3.0,-15.7022272025,22.004453635,-5.8875302025,8.14694672014238,27.666205572487627,7
11424,6.3603377225,-0.7107904349999999,0.8758448475,50.822250991,-0.139095337,8.0,-12.8144738575,-6.2532190025,-11.572379335,6.459583824337003,18.363917109672247,15
11426,-4.20656309,1.2351026325,-1.5460169825,50.820329613,-0.130218755,16.0,26.5565275925,-7.278172035,11.6980745625,4.6487439220866085,29.917651886671845,15
11430,-2.579337185,3.1043503075000003,1.9828196625,51.547101569,-0.056866293,4.0,19.7915596625,-18.9238610925,-7.885063595,4.4968372173779745,28.495483509141003,7
11431,-3.138395395,-0.4631356749999999,1.205372035,51.509212338,-0.288145867,6.0,37.395434255,-5.1634586825,-0.9958655799999998,3.393662041449465,37.76336262754339,12
11433,-3.4082529525000003,0.2559896124999999,-3.6439769475,50.932878071,-0.1404867,6.0,8.2474246725,1.52357596,10.04366255,4.996027107997342,13.084970571335809,10
11434,-0.0657073625,2.442766635,2.9058901525,50.83574032,-0.125706026,6.0,2.1947198575,-1.6190086474999998,1.24669449,3.79679125959703,2.9987049546397455,15
11437,-1.9076131825,1.1223713,0.968129985,50.818232876,-0.331491981,6.0,61.3951015725,-2.3297899325,-21.9044448575,2.4157775263810137,65.22722685154129,9
11439,-1.0338303525,2.33594593,6.68489822,51.054369798,0.852143302,6.0,55.760669155,-17.6348146725,-9.184573935,7.156347727534836,59.19962256226192,9
11442,0.70968648,-0.0999287124999999,-1.3066380075,50.80158985,-0.047186425,4.0,-3.6210440375,-18.9732003025,7.331477455000001,1.490283036916232,20.660223893110977,15
11446,6.05696912,-2.0276312025000003,3.8519634975,50.82748263658218,-0.1353581334742135,4.0,-26.516877045,19.0737610575,-11.3305816425,7.458940005125232,34.573620138128575,15
11448,-8.5853180575,0.0425477049999999,-2.0803842275,50.82710319,0.199205707,16.0,4.6843099975,18.12658113,7.3082204175,8.833883347071497,20.097905096947652,10
11454,-4.308416075,0.741608375,1.692068965,51.039185613,-0.118082077,32.0,12.410758725,-88.62850286999999,-102.6099100025,4.687806463529048,136.15370756548978,10
11462,2.21427246,-2.8980534675,0.3288121524999999,50.933084512,0.051012843,8.0,-21.85903035,12.5722665975,4.221134119999999,3.6619440000135053,25.567500239559276,7
11465,-6.5990347775,0.7707113149999999,2.45736199,50.813065838,0.299773349,12.0,16.412231039999998,21.57116682,-8.97475408,7.0837761028719886,28.552106340567676,10
11466,-6.592531835,-1.834907485,-1.4245516275,50.855779655,0.560719469,6.0,-11.77082111,64.5420349675,2.697754855,6.989828954517441,65.66204678965842,10
11471,1.958787665,0.0693000075,-0.18589206,50.894647393,0.062143927,6.0,12.205581675,13.3596630125,-15.10426004,1.9688086411753418,23.571073187035783,9
11472,-1.613045685,2.0113627275,6.5150360075,51.6497346125,-0.192637445,6.0,20.95376071,-29.774955732500004,-42.4683832625,7.006653308284555,55.938999398405976,12
11474,-7.84744573,0.96389138,2.090432215,50.801199324,0.277452227,12.0,31.089687175,8.319920565,-20.8673209875,8.178104787983788,38.3566788453149,10
11478,-3.03570119,1.89841903,-0.013619815,51.495687144,-0.145783506,8.0,12.943718185,-6.629557922499999,-3.529574215,3.5804555614885367,14.964918069928585,7
11479,6.462220439999999,-3.0560405150000003,1.8706778175,50.802367355,-0.057067484,8.0,-28.2947645575,13.506560715,-16.8150502725,7.38912120223791,35.57761655000292,1
11481,5.7866051,5.399543297499999,-2.5626469425,50.855062797,-0.170330643,12.0,-8.2244517475,-14.651699552499998,36.436234170000006,8.319076015810156,40.12372199603073,9
11482,1.581886935,-4.0416483925,1.126364405,50.82958975773698,-0.1330705728580255,11.0,-10.7273609025,16.7266623075,-35.117642915000005,4.483969756429288,40.34979984816625,1
11488,-1.3526450175,0.6442922725,2.205370605,50.791485236,-0.002350103,6.0,-15.4135573525,6.70089493,-19.8895172675,2.6661621445757677,26.039827961334293,0
11490,5.6693645975,-4.794622075,-1.67163927,50.827875095,-0.13354496,10.0,-21.231489120000003,23.0148499875,20.34544683,7.61081294149776,37.3416209732808,7
11491,0.4534939699999999,-0.4663411624999999,7.5941932875,51.140447139,0.876874119,6.0,2.4218493925,-11.05140228,-7.58936428,7.622001216778849,13.623409889190068,9
11503,1.758872695,0.5412982500000001,-2.36270727,50.845020902,-0.132258105,6.0,0.4466732075000001,-11.73494545,-0.9094322125,2.9948326491442687,11.778604697412453,7
11505,-5.63126176,4.3786263425,0.14383506,50.873993264,0.013425034,16.0,42.19148578,-22.3561425625,-11.6605013725,7.134715564152395,49.151661974513544,7
11507,1.5592889600000002,2.2619087325,0.035318285,50.882887974,0.021328276,6.0,-8.48211277,0.9083529149999998,-9.224844275,2.7475189819531693,12.564596848255274,7
11509,-2.18499991,-2.3010818825,-3.11686585,50.840372802,-0.130733099,4.0,19.24712141,-1.16801954,17.9327826925,4.447927063651783,26.332501729109023,1
11510,-1.95742521,2.1503277725000003,0.5976513825,51.511340289,-0.1029131125,20.0,9.2328377125,-10.645351765,-13.12442933,2.968604075475967,19.25667291263252,7
11511,-0.493895575,2.0937763575,2.083954705,50.913370223,0.972087943,6.0,-6.696318267500001,-13.2167305925,-13.1241092825,2.9951126000072494,19.793051567491617,7
11512,0.910861975,2.399338785,-0.1454446825,50.82124494,-0.137851232,8.0,22.1165508075,-6.539738979999999,-6.0856728250000005,2.5705350218142726,23.8525767849137,15
11518,-5.7651497725,1.3055658675,4.2094827275,50.850331096,0.540206136,12.0,20.804620615,2.3101290625,-21.7002402925,7.256803632926736,30.15077717027756,0
11519,-0.8094796074999999,0.5418363625,7.412267695000001,50.944782903,0.968164618,4.0,46.9307065175,-11.325051145,-8.633832952499999,7.475998679843798,49.043766873276134,9
11520,0.994790465,0.951526515,7.391586344999999,51.600548521,-0.191675629,8.0,9.3800728625,-2.1572186,-13.640942455,7.518680700335226,16.694749775142373,12
